year,month,sector,outstanding_loans,interest_rate
2021,12,Procurement and processing,2322.0443,7.62242937828533
2021,12,Construction ,13523.948100000001,11.987533879252299
2021,12,Mortgage,19936.127800000002,11.636341665355898
2021,12,Consumer loans,22205.6204,23.218291979178403
2021,12,Social services,6706.701800000001,11.570679366272099
2021,12,Other ,14554.0684,12.175386816925998
2022,1,Industry,13688.028,9.78378027974519
2022,1,Agriculture,32379.3257,16.4232930565321
2022,1,Transport,3828.2115000000003,15.8262267139629
2022,1,Сommunication,334.3219,11.8422104773872
2022,1,Trade,50744.5706,13.211689653139
2022,1,Procurement and processing,2236.9133,7.65659894462606
2022,1,Construction ,13228.7409,11.9565174071102
2022,1,Mortgage,19889.048600000002,11.574175734680399
2022,1,Consumer loans,21936.7622,23.108417738512
2022,1,Social services,6646.9752,11.641922068101001
2022,1,Other ,14122.533500000001,12.1700997444262
2022,2,Industry,13793.0005,9.77422491661622
2022,2,Agriculture,32420.017000000003,16.4147960468991
2022,2,Transport,4033.6489,15.742628440963198
2022,2,Сommunication,308.68080000000003,11.594729931372502
2022,2,Trade,52977.3327,13.0998039936427
2022,2,Procurement and processing,2185.8261,7.56497749843869
2022,2,Construction ,13645.4374,11.742792988079703
2022,2,Mortgage,20138.4747,11.4805130389046
2022,2,Consumer loans,22306.9596,22.8439296640856
2022,2,Social services,6741.9409000000005,11.389409876464496
2022,2,Other ,14546.9309,12.2545523260855
2022,3,Industry,13190.3612,9.94774211876776
2022,3,Agriculture,34288.3694,16.1776535127681
2022,3,Transport,4109.5881,15.946718300065196
2022,3,Сommunication,264.4792,11.447732676142401
2022,3,Trade,51907.62,13.4948611404453
2022,3,Procurement and processing,2310.5319,7.674532646357319
2022,3,Construction ,13249.506000000001,11.9694578696745
2022,3,Mortgage,20408.9029,11.2810376850291
2022,3,Consumer loans,22792.0585,22.7129691771369
2022,3,Social services,6419.265799999999,11.6850598041913
2022,3,Other ,13800.5124,12.6341289923409
2022,4,Industry,13225.084,10.1456208503553
2022,4,Agriculture,35833.10873,16.2176719502589
2022,4,Transport,4191.34228,16.1088745684354
2022,4,Сommunication,228.4942,11.0964534242007
2022,4,Trade,52260.00822,13.5399262817012
2022,4,Procurement and processing,2291.20832,7.57609868028063
2022,4,Construction ,13269.9199,12.107859462791499
2022,4,Mortgage,21055.88921,11.189923388911103
2022,4,Consumer loans,23638.57513,22.795218532848192
2022,4,Social services,6246.36126,11.9709837463035
2022,4,Other ,13616.63856,12.8865699701146
2022,5,Industry,13363.9104,10.077763394575
2022,5,Agriculture,36223.5206,16.2300000501525
2022,5,Transport,4227.05643,16.2204539838376
2022,5,Сommunication,195.69529999999997,10.664308182158699
2022,5,Trade,52565.45334,13.2065000842129
2022,5,Procurement and processing,2265.01933,7.640979438749429
2022,5,Construction ,13215.68572,12.2195214944397
2022,5,Mortgage,21045.75463,11.336562415676099
2022,5,Consumer loans,24338.35721,22.8234633658621
2022,5,Social services,6303.04213,12.153846534260799
2022,5,Other ,13354.38536,13.023240869372401
2022,6,Industry,13551.27561,10.1865685125786
2022,6,Agriculture,37311.31084,16.5331963412439
2022,6,Transport,4317.1546,16.5726505764931
2022,6,Сommunication,157.7021,10.117329192192098
2022,6,Trade,52294.71582,14.520554989366396
2022,6,Procurement and processing,2274.33464,7.621405623712439
2022,6,Construction ,13179.40439,12.895783482890801
2022,6,Mortgage,21754.458159999995,11.205301497010499
2022,6,Consumer loans,26003.75944,22.977278194813998
2022,6,Social services,6236.81553,12.341072352351597
2022,6,Other ,12975.94583,13.440504289836399
2022,7,Industry,13752.59592,10.0172164175605
2022,7,Agriculture,37181.67654,16.5405345564496
2022,7,Transport,4417.65517,16.4524171900678
2022,7,Сommunication,159.6928,10.003725753446599
2022,7,Trade,53524.65539,13.8784203265844
2022,7,Procurement and processing,2265.35894,7.6486202311939095
2022,7,Construction ,13220.67123,12.8414052877178
2022,7,Mortgage,22027.541179999997,11.1714981384
2022,7,Consumer loans,27058.83753,22.92097598284
2022,7,Social services,6310.34379,12.453548346468098
2022,7,Other ,13238.373939999998,13.1911497933786
2022,8,Industry,13408.51389,9.72739328998823
2022,8,Agriculture,37227.42556,16.628114309239898
2022,8,Transport,4496.62296,16.6021432309059
2022,8,Сommunication,148.734,9.86860922855568
2022,8,Trade,52975.87013999999,13.943555067537401
2022,8,Procurement and processing,2240.23473,7.821770042686549
2022,8,Construction ,12978.73884,12.942037416703299
2022,8,Mortgage,22103.53816,11.119510929280999
2022,8,Consumer loans,28602.918289999998,22.923120397184494
2022,8,Social services,5967.13945,12.574194135969101
2022,8,Other ,13028.45887,13.2403895978067
2022,9,Industry,13204.69407,9.82074274443982
2022,9,Agriculture,37582.83174,16.6036552594773
2022,9,Transport,4534.58823,16.791772702104897
2022,9,Сommunication,143.9659,9.89736104174669
2022,9,Trade,52268.02147,14.0652772658624
2022,9,Procurement and processing,2256.66444,7.901065561834261
2022,9,Construction ,13051.239030000002,12.869239100879499
2022,9,Mortgage,22667.50205,11.1112151613327
2022,9,Consumer loans,29918.69315,22.898791573087102
2022,9,Social services,6039.26588,12.503323207224
2022,9,Other ,12553.73175,13.429846497803299
2022,10,Industry,13394.93548,10.0291231617638
2022,10,Agriculture,37369.56619,16.7996464081886
2022,10,Transport,4632.50988,16.772523450808098
2022,10,Сommunication,158.3385,9.83327126377981
2022,10,Trade,53320.128370000006,14.3124494811752
2022,10,Procurement and processing,2256.65232,8.041201232009008
2022,10,Construction ,13167.33158,12.858038102234797
2022,10,Mortgage,23471.02003,11.0568968517812
2022,10,Consumer loans,30914.63252,22.882863532013303
2022,10,Social services,6186.271779999999,12.340788978091103
2022,10,Other ,12762.91166,13.4343387434682
2022,11,Industry,13381.056359999999,9.793869198754349
2022,11,Agriculture,37239.32606,16.837738011980598
2022,11,Transport,4819.58846,16.7877099086381
2022,11,Сommunication,157.82770000000002,9.81648806261512
2022,11,Trade,53494.25435,13.860312152443298
2022,11,Procurement and processing,2222.90328,8.16591642354318
2022,11,Construction ,12972.08605,12.621267985753098
2022,11,Mortgage,24099.30044,10.940570148429599
2022,11,Consumer loans,32115.66005,22.8070664692691
2022,11,Social services,6308.14286,12.1070995592037
2022,11,Other ,12766.55652,13.5308946597606
2022,12,Industry,13664.10856,9.979574459601631
2022,12,Agriculture,37067.25902,16.9126266161101
2022,12,Transport,4976.85095,16.2997750024843
2022,12,Сommunication,157.5436,9.91634800778959
2022,12,Trade,56192.96592,13.861221042646099
2022,12,Procurement and processing,2196.04716,8.20829847429142
2022,12,Construction ,12921.328130000002,12.480263451308199
2022,12,Mortgage,24353.9915,11.0953868925141
2022,12,Consumer loans,33070.3105,22.845030768664802
2022,12,Social services,6012.41332,11.9603057066942
2022,12,Other ,13418.51201,13.3799774987719
2023,1,Industry,13203.23239,10.0277247887326
2023,1,Agriculture,36140.38969,16.9697912974496
2023,1,Transport,5030.73039,16.3515935353673
2023,1,Сommunication,156.0423,9.91017600996653
2023,1,Trade,55152.46781,13.8091402036086
2023,1,Procurement and processing,2171.06123,8.46042728412593
2023,1,Construction ,12628.12069,12.4194379112954
2023,1,Mortgage,24210.35789,11.0756852910653
2023,1,Consumer loans,33203.06857,22.7836324141712
2023,1,Social services,5711.51696,12.046803081173
2023,1,Other ,13534.83789,13.1956280554314
2023,2,Industry,13198.89293,10.080815148055
2023,2,Agriculture,36144.07715,17.0532298973969
2023,2,Transport,5318.75999,16.358668529824
2023,2,Сommunication,134.7204,9.99973805748795
2023,2,Trade,57102.52014,13.7157853571697
2023,2,Procurement and processing,2110.2939,8.81207131153627
2023,2,Construction ,12541.25551,12.3518653095682
2023,2,Mortgage,24556.1182,11.0923358125512
2023,2,Consumer loans,34017.88107,22.685047728859
2023,2,Social services,5716.92057,12.0080038102576
2023,2,Other ,13808.49307,13.1903852005554
2023,3,Industry,12946.37723,10.2344557458643
2023,3,Agriculture,37528.10637,17.0566586015542
2023,3,Transport,5316.22692,16.7664148234666
2023,3,Сommunication,131.6898,9.87386403502777
2023,3,Trade,58679.98077,13.6903708396546
2023,3,Procurement and processing,2051.27723,9.01503691551239
2023,3,Construction ,12267.34995,12.4475556823175
2023,3,Mortgage,25194.69264,11.1292267608866
2023,3,Consumer loans,35401.72238,22.7706857355481
2023,3,Social services,5769.15896,11.925063790286
2023,3,Other ,14140.54622,13.343783867622
2023,4,Industry,13127.24663,10.5957754204089
2023,4,Agriculture,39421.20988,16.8811373830417
2023,4,Transport,5595.11095,16.904841207644
2023,4,Сommunication,130.4086,9.88411757353426
2023,4,Trade,59976.42958,13.6767886723976
2023,4,Procurement and processing,1985.70809,9.22146724259959
2023,4,Construction ,12288.83143,12.4400684823699
2023,4,Mortgage,25647.32581,11.2592585830374
2023,4,Consumer loans,37128.15402,22.7752227918009
2023,4,Social services,6083.75347,11.6987812759941
2023,4,Other ,14210.08457,13.4302295647421
2023,5,Industry,13020.50634,10.6339362990011
2023,5,Agriculture,40913.42059,16.7954241634407
2023,5,Transport,5914.73121,17.0663651530667
2023,5,Сommunication,117.7172,9.98814736504096
2023,5,Trade,61811.66215,13.6600497383195
2023,5,Procurement and processing,1929.47587,9.40549395686405
2023,5,Construction ,12367.4447,12.556081135952
2023,5,Mortgage,25988.95887,11.4027766742431
2023,5,Consumer loans,39554.85135,22.7442253023383
2023,5,Social services,6176.20406,11.9083773588109
2023,5,Other ,14291.19259,13.4732849080092
2023,6,Industry,12876.40183,10.6998915173417
2023,6,Agriculture,41528.72062,16.8273277429658
2023,6,Transport,6138.68395,17.2328187335659
2023,6,Сommunication,116.8707,9.99003598848985
2023,6,Trade,64248.51318,13.7302022625841
2023,6,Procurement and processing,1878.09441,9.66110516462269
2023,6,Construction ,12233.12011,12.6624894286434
2023,6,Mortgage,26338.624,11.5266011515636
2023,6,Consumer loans,42038.5548,22.8218583244208
2023,6,Social services,6325.59434,11.7874063198463
2023,6,Other ,14643.76191,13.3585213495253
2023,7,Industry,12606.66376,10.7464661236035
2023,7,Agriculture,41549.15464,16.8983635050174
2023,7,Transport,6399.56807,17.2564713287752
2023,7,Сommunication,116.7577,9.99653611710405
2023,7,Trade,65276.38646,13.7196237819259
2023,7,Procurement and processing,2062.93432,11.1772456904008
2023,7,Construction ,12210.23534,12.6264895519368
2023,7,Mortgage,26909.69184,11.5924232209305
2023,7,Consumer loans,45061.04938,22.8612694594042
2023,7,Social services,6252.88767,11.805748715601
2023,7,Other ,14532.06075,13.4594749069639
2023,8,Industry,12606.66376,10.7464661236035
2023,8,Agriculture,41549.15464,16.8983635050174
2023,8,Transport,6399.56807,17.2564713287752
2023,8,Сommunication,116.7577,9.99653611710405
2023,8,Trade,65276.38646,13.7196237819259
2023,8,Procurement and processing,2062.93432,11.1772456904008
2023,8,Construction ,12210.23534,12.6264895519368
2023,8,Mortgage,26909.69184,11.5924232209305
2023,8,Consumer loans,45061.04938,22.8612694594042
2023,8,Social services,6252.88767,11.805748715601
2023,8,Other ,14532.06075,13.4594749069639
2023,9,Industry,12346.11599,10.8139018435789
2023,9,Agriculture,42459.87044,17.1406553131771
2023,9,Transport,6895.1773,17.2067148221555
2023,9,Сommunication,97.2216,10.1088626704354
2023,9,Trade,67182.80785,13.487052279587
2023,9,Procurement and processing,2125.27481,12.5194752685654
2023,9,Construction ,12217.69539,12.8165039176181
2023,9,Mortgage,28651.50757,11.7109718133307
2023,9,Consumer loans,51165.69623,22.8936074028499
2023,9,Social services,6364.15562,11.8149963919016
2023,9,Other ,14788.34469,13.7001207803062
2023,10,Industry,12241.41365,11.0266472117295
2023,10,Agriculture,42767.44935,17.2081394125039
2023,10,Transport,7154.45497,17.1297646848842
2023,10,Сommunication,98.2403,10.2154937841191
2023,10,Trade,70309.29061,13.255599617955
2023,10,Procurement and processing,2057.97367,12.5573065332755
2023,10,Construction ,12206.88482,12.8062212655088
2023,10,Mortgage,29184.16285,11.854996946695
2023,10,Consumer loans,53363.60413,22.9082688569203
2023,10,Social services,6389.74392,11.759328801834
2023,10,Other ,14731.7759,13.479561637209
2023,11,Industry,11683.26265,11.4867470111955
2023,11,Agriculture,42536.35732,17.2619323250127
2023,11,Transport,7249.38123,17.0816993942392
2023,11,Сommunication,97.5384,10.209290176997
2023,11,Trade,72339.8930999999,13.2153551029204
2023,11,Procurement and processing,1963.00304,12.5664517553167
2023,11,Construction ,11978.42162,12.8457492557104
2023,11,Mortgage,29697.75417,12.0046556416626
2023,11,Consumer loans,54662.3879,23.0105382407544
2023,11,Social services,6428.36933,11.8867385817423
2023,11,Other ,14734.47774,13.4531419584608
2023,12,Industry,13395.24133,11.9211351601756
2023,12,Agriculture,42192.85977,17.2455564312938
2023,12,Transport,7352.6422,17.0791545305169
2023,12,Сommunication,96.8652,10.1685616919183
2023,12,Trade,74044.36299,13.1990262032167
2023,12,Procurement and processing,1847.11819,12.6912323130227
2023,12,Construction ,11881.25385,12.7479922791987
2023,12,Mortgage,30011.53546,12.1101404382793
2023,12,Consumer loans,55813.18255,23.0439959414731
2023,12,Social services,6366.86474,11.9483263996276
2023,12,Other ,14779.82371,13.3143776681623
2024,1,Industry,13730.82169,11.8644125666088
2024,1,Agriculture,41676.57983,17.2297279412527
2024,1,Transport,7371.61237,17.1208134302509
2024,1,Сommunication,96.7233,10.166026614063
2024,1,Trade,73493.3079100001,13.216759650906
2024,1,Procurement and processing,1740.25159,12.7156214636758
2024,1,Construction ,11772.29709,12.668365202343
2024,1,Mortgage,29924.73689,12.1749916471663
2024,1,Consumer loans,56133.49423,23.0979429389283
2024,1,Social services,6414.7836,11.9530183788897
2024,1,Other ,14574.73581,13.4204817275244
2024,2,Industry,13738.3953,11.8933842430491
2024,2,Agriculture,41599.35606,17.2574418405601
2024,2,Transport,7489.10839,17.1605159087436
2024,2,Сommunication,96.3508,10.1473482628063
2024,2,Trade,74003.0654099999,13.2865429452918
2024,2,Procurement and processing,1639.20892,12.7352261957555
2024,2,Construction ,11545.4923,12.7414226912524
2024,2,Mortgage,30383.49629,12.274036092862
2024,2,Consumer loans,57356.76749,22.6658631963902
2024,2,Social services,6582.25688,12.0344156887873
2024,2,Other ,14688.29242,13.2701007832264
2024,3,Industry,13791.66002,12.0724867276999
2024,3,Agriculture,42367.95766,17.1715912084727
2024,3,Transport,7859.63322,17.1377772336811
2024,3,Сommunication,97.2452,10.0670033688038
2024,3,Trade,74534.78617,13.2772151684902
2024,3,Procurement and processing,1564.65688,12.8252536102995
2024,3,Construction ,11659.85801,12.7473656275425
2024,3,Mortgage,30822.7859,12.3450352836406
2024,3,Consumer loans,58772.1318,22.7064250319537
2024,3,Social services,6478.08214,12.0711657764346
2024,3,Other ,14713.40605,13.3487220684907
2024,4,Industry,12515.39649,11.7623814642807
2024,4,Agriculture,44367.2215,16.9314670973931
2024,4,Transport,8054.86791,17.4428850581114
2024,4,Сommunication,87.7091,10.0421488762284
2024,4,Trade,75952.8301,13.2948189050851
2024,4,Procurement and processing,1530.76555,12.8796963090135
2024,4,Construction ,11980.80095,12.7359222213353
2024,4,Mortgage,31447.70645,12.4852463591856
2024,4,Consumer loans,61321.71803,22.7921951682997
2024,4,Social services,6593.42049,12.1856610293029
2024,4,Other ,15049.73658,13.5630555081849
2024,5,Industry,12686.2702,11.8098661271301
2024,5,Agriculture,45593.90313,16.7503439075715
2024,5,Transport,8232.75074,17.4845437066882
2024,5,Сommunication,66.2507,10.0078015024747
2024,5,Trade,76489.86435,13.2902106758541
2024,5,Procurement and processing,1535.30548,12.551994873359
2024,5,Construction ,13125.95973,12.5082623199012
2024,5,Mortgage,31975.0688,12.553971028275
2024,5,Consumer loans,64237.23312,22.8367719076565
2024,5,Social services,6461.68605,12.2219069242926
2024,5,Other ,15344.29615,12.4369111163434
2024,6,Industry,12425.55107,11.8425688168855
2024,6,Agriculture,46052.5228599999,16.6300200230616
2024,6,Transport,8321.31475,17.6516088088244
2024,6,Сommunication,64.7677,10.001296958206
2024,6,Trade,77463.95342,13.2899136871241
2024,6,Procurement and processing,1442.5357,12.7145426171429
2024,6,Construction ,13466.99487,12.5539719774617
2024,6,Mortgage,32633.99845,12.6973423314176
2024,6,Consumer loans,67498.36726,22.7267760677727
2024,6,Social services,6207.51557,12.364905383282
2024,6,Other ,15476.18868,12.3871401531465
2024,7,Industry,12685.05958,11.780807491162
2024,7,Agriculture,46748.76422,16.5135367621467
2024,7,Transport,8344.63015,17.7011547480987
2024,7,Сommunication,58.9131,10.116971216928
2024,7,Trade,77244.05048,13.25840216841
2024,7,Procurement and processing,1363.58434,12.7445192067841
2024,7,Construction ,13375.80615,12.7306276645464
2024,7,Mortgage,33324.27032,12.8288896282186
2024,7,Consumer loans,72063.80024,22.8697090229404
2024,7,Social services,6223.12818,12.2887344365451
2024,7,Other ,15426.62138,12.7172089455144
2024,8,Industry,12762.92102,11.8061567249987
2024,8,Agriculture,47045.3341,16.4368568894721
2024,8,Transport,8494.85329,17.7279840190036
2024,8,Сommunication,57.622,10.3257188053174
2024,8,Trade,77633.09187,13.3194580248476
2024,8,Procurement and processing,1284.5519,12.8191410129867
2024,8,Construction ,13443.74619,12.8733737608966
2024,8,Mortgage,34373.34715,12.9824094031675
2024,8,Consumer loans,77179.28968,22.6527137389042
2024,8,Social services,6674.59278,11.9431341145429
2024,8,Other ,16006.78941,12.6215354578717
2024,9,Industry,12712.14205,11.8849076680904
2024,9,Agriculture,47074.93449,16.394371531392
2024,9,Transport,8657.63323,17.6071743910778
2024,9,Сommunication,51.4606,10.3488225166438
2024,9,Trade,77944.82986,13.3352018922503
2024,9,Procurement and processing,1228.78368,12.8502936376889
2024,9,Construction ,13217.7231,12.9757575119197
2024,9,Mortgage,35517.57832,13.124483019514
2024,9,Consumer loans,81124.08662,22.5343936563042
2024,9,Social services,6934.06451,11.9376194783916
2024,9,Other ,16292.81933,12.9217552529627
2024,10,Industry,13110.49971,11.7612829168431
2024,10,Agriculture,47584.08493,16.2383961148646
2024,10,Transport,8857.73529,17.5353357369974
2024,10,Сommunication,51.5933,10.340975591792
2024,10,Trade,81150.91636,13.2110600968166
2024,10,Procurement and processing,1297.49688,12.3548937682995
2024,10,Construction ,13776.04608,12.8789107751881
2024,10,Mortgage,37009.95159,13.217764451372
2024,10,Consumer loans,86642.21806,22.1757258682258
2024,10,Social services,7240.26552,11.9963790473391
2024,10,Other ,17659.39176,14.0507247086068
2024,11,Industry,13656.05644,11.5526876159205
2024,11,Agriculture,47380.40152,16.1921565604157
2024,11,Transport,9037.55431999999,17.5339091189883
2024,11,Сommunication,51.3975,10.3238704995379
2024,11,Trade,83730.50255,13.2389318567789
2024,11,Procurement and processing,1403.35842,11.9635447738291
2024,11,Construction ,13568.07081,12.9015088904375
2024,11,Mortgage,38266.95574,13.2496141017331
2024,11,Consumer loans,92195.2782500001,21.9146811682213
2024,11,Social services,7121.17703,11.9663336381065
2024,11,Other ,18478.7073,14.0818665184496
2024,12,Industry,13901.04305,11.2566478447098
2024,12,Agriculture,46908.74096,16.1580686638855
2024,12,Transport,9566.11133,17.6330420521355
2024,12,Сommunication,48.8466,10.676093607334
2024,12,Trade,90908.69181,13.0879447914651
2024,12,Procurement and processing,1346.54607,12.0869336104482
2024,12,Construction ,13435.675,12.8179904101059
2024,12,Mortgage,39897.15066,13.3087886118833
2024,12,Consumer loans,104038.45711,21.4996684824837
2024,12,Social services,7197.89128,12.0156960587768
2024,12,Other ,19926.45199,13.3630352305534
2025,1,Industry,13901.04305,11.2566478447098
2025,1,Agriculture,46908.74096,16.1580686638855
2025,1,Transport,9566.11133,17.6330420521355
2025,1,Сommunication,48.8466,10.676093607334
2025,1,Trade,90908.69181,13.0879447914651
2025,1,Procurement and processing,1346.54607,12.0869336104482
2025,1,Construction ,13435.675,12.8179904101059
2025,1,Mortgage,39897.15066,13.3087886118833
2025,1,Consumer loans,104038.45711,21.4996684824837
2025,1,Social services,7197.89128,12.0156960587768
2025,1,Other ,19926.45199,13.3630352305534
2025,2,Industry,13745.34144,11.2746417915174
2025,2,Agriculture,47139.39339,16.1554888350314
2025,2,Transport,9974.80377,17.6168022597501
2025,2,Сommunication,41.3594,10.637692568074
2025,2,Trade,93552.23152,13.097700156815
2025,2,Procurement and processing,1320.94397,12.0295648702647
2025,2,Construction ,13426.69664,12.7851103393813
2025,2,Mortgage,41529.61538,13.35915488206
2025,2,Consumer loans,109071.80365,21.4064335724497
2025,2,Social services,7430.44509,12.0701699555793
2025,2,Other ,20843.52004,14.53840081203
2025,3,Industry,13612.82023,11.1863399946184
2025,3,Agriculture,48537.14576,16.0602670642453
2025,3,Transport,10670.16801,17.6142056440684
2025,3,Сommunication,38.1052,10.6742647460189
2025,3,Trade,96786.77344,13.2327325115075
2025,3,Procurement and processing,1244.16708,11.9627145186159
2025,3,Construction ,13422.14376,12.7589715781736
2025,3,Mortgage,42413.22551,13.4851896053897
2025,3,Consumer loans,115416.51365,21.3711466918391
2025,3,Social services,7470.36892,12.1397171466065
2025,3,Other ,21911.55878,14.8323069657028
2025,4,Industry,14718.73668,11.1598959540596
2025,4,Agriculture,50978.3386,15.9038785756722
2025,4,Transport,11431.86107,17.5446028111939
2025,4,Сommunication,43.601,10.4955503314144
2025,4,Trade,101218.77812,13.2195207409376
2025,4,Procurement and processing,1241.43511,12.0568221535155
2025,4,Construction ,14191.33342,12.7549537109107
2025,4,Mortgage,43908.5658,13.5189471682903
2025,4,Consumer loans,123910.17379,21.3530653877303
2025,4,Social services,7577.70694,12.1296524914435
2025,4,Other ,24566.83489,14.8250668939307
2025,5,Industry,14862.97342,10.9316939773482
2025,5,Agriculture,51955.76732,16.0039992371553
2025,5,Transport,11913.46787,17.5551890514479
2025,5,Сommunication,41.8155,10.4953587784434
2025,5,Trade,102479.6859,13.1185154176336
2025,5,Procurement and processing,1164.23986,12.1873026466385
2025,5,Construction ,14314.00837,12.9683218611112
2025,5,Mortgage,44630.20256,13.4941750593771
2025,5,Consumer loans,130292.96833,21.3843161198621
2025,5,Social services,7575.68765,12.1803238691342
2025,5,Other ,24807.03477,16.4674393031014
2025,6,Industry,15128.18463,11.0018618936303
2025,6,Agriculture,52501.6203,15.6572403522982
2025,6,Transport,12514.56765,17.4730650712652
2025,6,Сommunication,135.3849,14.5835450482292
2025,6,Trade,104893.86118,13.1104107827028
2025,6,Procurement and processing,845.63669,12.7192465076226
2025,6,Construction ,14585.13559,13.0499967630949
2025,6,Mortgage,46051.77296,13.5666273533652
2025,6,Consumer loans,136829.8233,21.3542316746644
2025,6,Social services,7588.04198,12.2736063949662
2025,6,Other ,25834.1123,14.9843365198347
2025,7,Industry,15179.09914,10.9362902620517
2025,7,Agriculture,52927.47083,15.6352412800848
2025,7,Transport,13192.31358,17.4625181621251
2025,7,Сommunication,133.1987,14.6246710440868
2025,7,Trade,105406.31474,12.9784284477518
2025,7,Procurement and processing,828.06354,12.5801325391044
2025,7,Construction ,14984.86906,13.084847152912
2025,7,Mortgage,47894.17477,13.6304519727546
2025,7,Consumer loans,144206.79271,21.2704896353824
2025,7,Social services,7825.69643,12.3125817619276
2025,7,Other ,27046.42419,16.1899437945109
2025,8,Industry,10778.047680422183,12.499399222013519
2025,8,Agriculture,53400.875024492474,15.683515999047007
2025,8,Transport,12889.090254466812,17.443684929386848
2025,8,Сommunication,129.06646436185602,15.018933873913744
2025,8,Trade,103467.15652030242,12.986743707781526
2025,8,Procurement and processing,5374.671995160626,7.940162476624019
2025,8,Construction ,16257.99680991724,13.192301914382288
2025,8,Mortgage,48876.4097181961,13.69556706424578
2025,8,Consumer loans,153895.610267707,21.004735670132327
2025,8,Social services,4643.065545278768,11.984401323373444
2025,8,Other ,36487.59455692609,15.543986088081436
2025,9,Industry,10419.58270399179,12.651885648981501
2025,9,Agriculture,54047.86591867634,15.645907632139561
2025,9,Transport,13664.538948009778,17.270322201996276
2025,9,Сommunication,119.618207496136,15.012302240128184
2025,9,Trade,106917.59902505788,12.957553667351178
2025,9,Procurement and processing,5640.530645402133,7.818503095020269
2025,9,Construction ,16755.0975909628,12.996586946159102
2025,9,Mortgage,50982.266806474116,13.833040410498343
2025,9,Consumer loans,159521.44457437118,21.13836983828825
2025,9,Social services,4724.965630415393,11.902926476471206
2025,9,Other ,37786.71644078568,15.586053084442252
2025,10,Industry,9985.1462290296,12.756483955931799
2025,10,Agriculture,54526.23322836635,15.649550132285336
2025,10,Transport,14265.51385148028,17.276277216982933
2025,10,Сommunication,111.95579423600002,15.120725032833128
2025,10,Trade,109966.12286257728,12.768470093386687
2025,10,Procurement and processing,5478.498399299504,7.884654912961839
2025,10,Construction ,17415.806664765492,12.825205165173177
2025,10,Mortgage,52582.91014622226,13.925633340479564
2025,10,Consumer loans,166932.6145237226,20.981875824939177
2025,10,Social services,5072.013519864497,11.825457337840733
2025,10,Other ,41398.36729876272,15.239118143781917
2025,11,Industry,10192.849578921265,12.58179248683261
2025,11,Agriculture,54502.6574113264,15.683036392062732
2025,11,Transport,14958.089968604652,17.07160178104184
2025,11,Сommunication,102.17648210050001,15.005895499474205
2025,11,Trade,112488.95709687288,12.71996153834196
2025,11,Procurement and processing,5713.373112572651,7.86185817683081
2025,11,Construction ,18081.83662078807,12.65896427963032
2025,11,Mortgage,54206.95818130701,13.978142635010933
2025,11,Consumer loans,172526.26845246903,20.83205664204931
2025,11,Social services,6030.57753281517,10.32670660029556
2025,11,Other ,40454.27329198744,15.43033649625564
2025,12,Industry,13433.514383880973,11.306460514289588
2025,12,Agriculture,54489.771750152744,15.631740827862414
2025,12,Transport,15549.06118882542,17.05506210253042
2025,12,Сommunication,32.463343431855996,13.538167089597682
2025,12,Trade,115858.08386113604,12.810983938141435
2025,12,Procurement and processing,6079.577069824174,7.773731661259634
2025,12,Construction ,18509.036357297005,12.678621747968942
2025,12,Mortgage,64891.58251672835,14.691059746206989
2025,12,Consumer loans,170342.72130864297,20.82902211671317
2025,12,Social services,6119.779537244961,10.430806395287263
2025,12,Other ,41681.75254588895,15.322036214520814
