region,sector,year,quarter,loan_amount
Jalal-Abad oblast,"Agriculture, procurement and  processing",2018,3,5175.776295313655
Jalal-Abad oblast,Trade,2018,3,2346.0555622476963
Jalal-Abad oblast,Construction,2018,3,364.5361285731057
Jalal-Abad oblast,Mortgage,2018,3,769.5126485852439
Jalal-Abad oblast,Individuals,2018,3,1887.3977300458816
Jalal-Abad oblast,Other loans,2018,3,812.683724022406
Jalal-Abad oblast,Industry,2018,4,465.9634678635
Jalal-Abad oblast,"Agriculture, procurement and  processing",2018,4,5066.029549213322
Jalal-Abad oblast,Trade,2018,4,2319.0353101333703
Jalal-Abad oblast,Construction,2018,4,368.9264663486135
Jalal-Abad oblast,Mortgage,2018,4,775.2546506195001
Jalal-Abad oblast,Individuals,2018,4,1971.387129516998
Jalal-Abad oblast,Other loans,2018,4,841.0358271504481
Jalal-Abad oblast,Industry,2019,1,463.56514492637933
Jalal-Abad oblast,"Agriculture, procurement and  processing",2019,1,5303.282333557276
Jalal-Abad oblast,Trade,2019,1,2278.5104190735415
Jalal-Abad oblast,Construction,2019,1,351.6615407556845
Jalal-Abad oblast,Mortgage,2019,1,786.1232567656069
Jalal-Abad oblast,Individuals,2019,1,1918.414036693242
Jalal-Abad oblast,Other loans,2019,1,855.0092474613094
Jalal-Abad oblast,Industry,2019,2,525.425963204448
Jalal-Abad oblast,"Agriculture, procurement and  processing",2019,2,5940.390724554715
Jalal-Abad oblast,Trade,2019,2,2456.238957823136
Jalal-Abad oblast,Construction,2019,2,413.36995736823997
Jalal-Abad oblast,Mortgage,2019,2,829.752543826112
Jalal-Abad oblast,Individuals,2019,2,2109.8223531267927
Jalal-Abad oblast,Other loans,2019,2,997.850115960944
Jalal-Abad oblast,Industry,2019,3,506.761255430518
Jalal-Abad oblast,"Agriculture, procurement and  processing",2019,3,6032.996111016784
Jalal-Abad oblast,Trade,2019,3,2463.554729888762
Jalal-Abad oblast,Construction,2019,3,719.874970554054
Jalal-Abad oblast,Mortgage,2019,3,892.9188193719119
Jalal-Abad oblast,Individuals,2019,3,2258.8759628821017
Jalal-Abad oblast,Other loans,2019,3,985.469783617887
Jalal-Abad oblast,Industry,2019,4,248.85805523309799
Jalal-Abad oblast,"Agriculture, procurement and  processing",2019,4,5006.644334841208
Jalal-Abad oblast,Trade,2019,4,2500.3001583553255
Jalal-Abad oblast,Construction,2019,4,794.4461193263398
Jalal-Abad oblast,Mortgage,2019,4,949.252694516829
Jalal-Abad oblast,Individuals,2019,4,2302.25161110316
Jalal-Abad oblast,Other loans,2019,4,959.8157612765709
Jalal-Abad oblast,Industry,2020,1,292.798506559
Jalal-Abad oblast,"Agriculture, procurement and  processing",2020,1,5061.4235666386485
Jalal-Abad oblast,Trade,2020,1,2618.8757066225726
Jalal-Abad oblast,Construction,2020,1,851.74062178941
Jalal-Abad oblast,Mortgage,2020,1,1030.5436284826
Jalal-Abad oblast,Individuals,2020,1,2240.5504569474906
Jalal-Abad oblast,Other loans,2020,1,937.6361651360999
Jalal-Abad oblast,Industry,2020,2,297.594430171361
Jalal-Abad oblast,"Agriculture, procurement and  processing",2020,2,5499.451781084993
Jalal-Abad oblast,Trade,2020,2,2635.357658959807
Jalal-Abad oblast,Construction,2020,2,857.8954813661602
Jalal-Abad oblast,Mortgage,2020,2,1031.735255129671
Jalal-Abad oblast,Individuals,2020,2,2137.1606947559962
Jalal-Abad oblast,Other loans,2020,2,985.7218898747809
Jalal-Abad oblast,Industry,2020,3,345.740265854
Jalal-Abad oblast,"Agriculture, procurement and  processing",2020,3,5765.877620285988
Jalal-Abad oblast,Trade,2020,3,2673.6761305973478
Jalal-Abad oblast,Construction,2020,3,935.1304457145529
Jalal-Abad oblast,Mortgage,2020,3,1108.4468591455109
Jalal-Abad oblast,Individuals,2020,3,2230.109900331994
Jalal-Abad oblast,Other loans,2020,3,977.05123387
Jalal-Abad oblast,Industry,2020,4,324.8172593131963
Jalal-Abad oblast,"Agriculture, procurement and  processing",2020,4,5767.30880255304
Jalal-Abad oblast,Trade,2020,4,2686.0450942771117
Jalal-Abad oblast,Construction,2020,4,959.2798359264842
Jalal-Abad oblast,Mortgage,2020,4,1139.2026246460891
Jalal-Abad oblast,Individuals,2020,4,2214.4133672569296
Jalal-Abad oblast,Other loans,2020,4,904.6041456557939
Jalal-Abad oblast,Industry,2021,1,582.5268391504414
Jalal-Abad oblast,"Agriculture, procurement and  processing",2021,1,7207.374154753413
Jalal-Abad oblast,Trade,2021,1,2856.8602203328924
Jalal-Abad oblast,Construction,2021,1,937.6176396105699
Jalal-Abad oblast,Mortgage,2021,1,1194.1634125014082
Jalal-Abad oblast,Individuals,2021,1,2235.856409051923
Jalal-Abad oblast,Other loans,2021,1,963.218214685668
Jalal-Abad oblast,Industry,2021,2,587.7837136032093
Jalal-Abad oblast,"Agriculture, procurement and  processing",2021,2,7583.799260724438
Jalal-Abad oblast,Trade,2021,2,3057.2399910713602
Jalal-Abad oblast,Construction,2021,2,999.8653216435699
Jalal-Abad oblast,Mortgage,2021,2,1279.6857034441427
Jalal-Abad oblast,Individuals,2021,2,2402.908238912918
Jalal-Abad oblast,Other loans,2021,2,966.2617842115241
Jalal-Abad oblast,Industry,2021,3,605.3385268471984
Jalal-Abad oblast,"Agriculture, procurement and  processing",2021,3,7451.816268776303
Jalal-Abad oblast,Trade,2021,3,3141.6329671608987
Jalal-Abad oblast,Construction,2021,3,1078.885911712039
Jalal-Abad oblast,Mortgage,2021,3,1372.3147606862897
Jalal-Abad oblast,Individuals,2021,3,2707.9494229830075
Jalal-Abad oblast,Other loans,2021,3,1007.172620667746
Jalal-Abad oblast,Industry,2021,4,488.54239402694907
Jalal-Abad oblast,"Agriculture, procurement and  processing",2021,4,6133.891192160247
Jalal-Abad oblast,Trade,2021,4,3096.6996296988777
Jalal-Abad oblast,Construction,2021,4,1066.169852090484
Jalal-Abad oblast,Mortgage,2021,4,1385.782313688304
Jalal-Abad oblast,Individuals,2021,4,2862.0618393609966
Jalal-Abad oblast,Other loans,2021,4,1054.224266916628
Jalal-Abad oblast,Industry,2022,1,324.61393706352305
Jalal-Abad oblast,"Agriculture, procurement and  processing",2022,1,6262.844369146639
Jalal-Abad oblast,Trade,2022,1,3035.814945603946
Jalal-Abad oblast,Construction,2022,1,1036.8260646228741
Jalal-Abad oblast,Mortgage,2022,1,1367.22574769283
Jalal-Abad oblast,Individuals,2022,1,2900.8397848739974
Jalal-Abad oblast,Other loans,2022,1,1224.122290617208
Jalal-Abad oblast,Industry,2022,2,637.085335726548
Jalal-Abad oblast,"Agriculture, procurement and  processing",2022,2,8296.791183154999
Jalal-Abad oblast,Trade,2022,2,3291.851709070247
Jalal-Abad oblast,Construction,2022,2,1101.2422257896262
Jalal-Abad oblast,Mortgage,2022,2,1446.807039165
Jalal-Abad oblast,Individuals,2022,2,3381.882960340623
Jalal-Abad oblast,Other loans,2022,2,1261.8285524875437
Jalal-Abad oblast,Industry,2022,3,672.1374220883781
Jalal-Abad oblast,"Agriculture, procurement and  processing",2022,3,8263.748033886037
Jalal-Abad oblast,Trade,2022,3,3446.8613110003776
Jalal-Abad oblast,Construction,2022,3,1426.4315297672338
Jalal-Abad oblast,Mortgage,2022,3,1467.502842816406
Jalal-Abad oblast,Individuals,2022,3,3873.3169552685
Jalal-Abad oblast,Other loans,2022,3,1339.5190956826298
Jalal-Abad oblast,Industry,2022,4,675.107278458264
Jalal-Abad oblast,"Agriculture, procurement and  processing",2022,4,8117.251225114791
Jalal-Abad oblast,Trade,2022,4,3894.7212084077637
Jalal-Abad oblast,Construction,2022,4,1431.2686434745624
Jalal-Abad oblast,Mortgage,2022,4,1546.8137366566
Jalal-Abad oblast,Individuals,2022,4,4204.261792821354
Jalal-Abad oblast,Other loans,2022,4,1413.5938054975331
Jalal-Abad oblast,Industry,2023,1,566.7306925338621
Jalal-Abad oblast,"Agriculture, procurement and  processing",2023,1,8293.7883329778
Jalal-Abad oblast,Trade,2023,1,4362.723820640459
Jalal-Abad oblast,Construction,2023,1,1319.0752545931239
Jalal-Abad oblast,Mortgage,2023,1,1765.7684667802
Jalal-Abad oblast,Individuals,2023,1,4329.367280700216
Jalal-Abad oblast,Other loans,2023,1,1431.8271851457919
Jalal-Abad oblast,Industry,2023,2,512.1064344780569
Jalal-Abad oblast,"Agriculture, procurement and  processing",2023,2,9203.144517016255
Jalal-Abad oblast,Trade,2023,2,4692.720176246955
Jalal-Abad oblast,Construction,2023,2,1430.9012152103974
Jalal-Abad oblast,Mortgage,2023,2,1986.8213086710573
Jalal-Abad oblast,Individuals,2023,2,5070.901720158414
Jalal-Abad oblast,Other loans,2023,2,1799.5748682017822
Jalal-Abad oblast,Industry,2023,3,541.346574501614
Jalal-Abad oblast,"Agriculture, procurement and  processing",2023,3,9533.59755493366
Jalal-Abad oblast,Trade,2023,3,5362.063416269645
Jalal-Abad oblast,Construction,2023,3,1527.1593482292244
Jalal-Abad oblast,Mortgage,2023,3,2203.975672168901
Jalal-Abad oblast,Individuals,2023,3,6178.174758085002
Jalal-Abad oblast,Other loans,2023,3,1787.2899588893322
Jalal-Abad oblast,Industry,2023,4,613.152783547751
Jalal-Abad oblast,"Agriculture, procurement and  processing",2023,4,9502.488594695722
Jalal-Abad oblast,Trade,2023,4,5438.487596650257
Jalal-Abad oblast,Construction,2023,4,1503.7707274681904
Jalal-Abad oblast,Mortgage,2023,4,2366.041083236214
Jalal-Abad oblast,Individuals,2023,4,6980.163922302829
Jalal-Abad oblast,Other loans,2023,4,1793.706182861181
Jalal-Abad oblast,Industry,2024,1,719.410804580094
Jalal-Abad oblast,"Agriculture, procurement and  processing",2024,1,9566.105252510759
Jalal-Abad oblast,Trade,2024,1,5324.081503145657
Jalal-Abad oblast,Construction,2024,1,1452.389067117916
Jalal-Abad oblast,Mortgage,2024,1,2486.453494111172
Jalal-Abad oblast,Individuals,2024,1,7517.669160213313
Jalal-Abad oblast,Other loans,2024,1,1954.8812241623173
Jalal-Abad oblast,Industry,2024,2,709.0269222424831
Jalal-Abad oblast,"Agriculture, procurement and  processing",2024,2,10434.728774963714
Jalal-Abad oblast,Trade,2024,2,5487.022704392487
Jalal-Abad oblast,Construction,2024,2,1425.1963262940817
Jalal-Abad oblast,Mortgage,2024,2,2691.1913873765784
Jalal-Abad oblast,Individuals,2024,2,8746.8449283036
Jalal-Abad oblast,Other loans,2024,2,1962.716009634198
Jalal-Abad oblast,Industry,2024,3,771.1345693579999
Jalal-Abad oblast,"Agriculture, procurement and  processing",2024,3,10596.605971312
Jalal-Abad oblast,Trade,2024,3,5652.420447688001
Jalal-Abad oblast,Construction,2024,3,1493.105722638
Jalal-Abad oblast,Mortgage,2024,3,2908.801967721999
Jalal-Abad oblast,Individuals,2024,3,10635.837173674314
Jalal-Abad oblast,Other loans,2024,3,2266.845299858
Jalal-Abad oblast,Industry,2024,4,794.5212558100001
Jalal-Abad oblast,"Agriculture, procurement and  processing",2024,4,10687.541648750015
Jalal-Abad oblast,Trade,2024,4,5834.870245514999
Jalal-Abad oblast,Construction,2024,4,1488.4062428099999
Jalal-Abad oblast,Mortgage,2024,4,3128.4108364000003
Jalal-Abad oblast,Individuals,2024,4,12567.597296589405
Jalal-Abad oblast,Other loans,2024,4,2757.897920512
Jalal-Abad oblast,Industry,2025,1,767.89462364
Jalal-Abad oblast,"Agriculture, procurement and  processing",2025,1,11162.154797153991
Jalal-Abad oblast,Trade,2025,1,5844.017630292999
Jalal-Abad oblast,Construction,2025,1,1473.4961110119998
Jalal-Abad oblast,Mortgage,2025,1,3300.9995418380013
Jalal-Abad oblast,Individuals,2025,1,14076.382646330008
Jalal-Abad oblast,Other loans,2025,1,3354.3536374200007
Jalal-Abad oblast,Industry,2025,2,844.90169818728
Jalal-Abad oblast,"Agriculture, procurement and  processing",2025,2,11910.493890523252
Jalal-Abad oblast,Trade,2025,2,6263.914433981403
Jalal-Abad oblast,Construction,2025,2,1561.2302197172203
Jalal-Abad oblast,Mortgage,2025,2,3624.0507164251594
Jalal-Abad oblast,Individuals,2025,2,15514.4462870991
Jalal-Abad oblast,Other loans,2025,2,4037.7349350050995
Jalal-Abad oblast,Industry,2025,3,573.9075282599998
Jalal-Abad oblast,"Agriculture, procurement and  processing",2025,3,13815.505544870002
Jalal-Abad oblast,Trade,2025,3,6277.250841020001
Jalal-Abad oblast,Construction,2025,3,1878.9067905000002
Jalal-Abad oblast,Mortgage,2025,3,4767.97832033
Jalal-Abad oblast,Individuals,2025,3,17386.17267171
Jalal-Abad oblast,Other loans,2025,3,6782.498267019999
Jalal-Abad oblast,Industry,2025,4,624.3428975626016
Jalal-Abad oblast,"Agriculture, procurement and  processing",2025,4,13466.268079150654
Jalal-Abad oblast,Trade,2025,4,6382.602565736065
Jalal-Abad oblast,Construction,2025,4,2357.6278254215254
Jalal-Abad oblast,Mortgage,2025,4,5773.692513997135
Jalal-Abad oblast,Individuals,2025,4,17757.452381177296
Jalal-Abad oblast,Other loans,2025,4,6924.58217656785
Issyk-Kul oblast,Industry,2018,1,143.40782145599354
Issyk-Kul oblast,"Agriculture, procurement and  processing",2018,1,2667.871861947742
Issyk-Kul oblast,Trade,2018,1,1160.8071809786002
Issyk-Kul oblast,Construction,2018,1,218.62876465452504
Issyk-Kul oblast,Mortgage,2018,1,591.5897040438143
Issyk-Kul oblast,Individuals,2018,1,1049.8542470970685
Issyk-Kul oblast,Other loans,2018,1,473.1466145753318
Issyk-Kul oblast,Industry,2018,2,176.72733180919354
Issyk-Kul oblast,"Agriculture, procurement and  processing",2018,2,3104.2455015673577
Issyk-Kul oblast,Trade,2018,2,1297.3631712487038
Issyk-Kul oblast,Construction,2018,2,265.18081067760005
Issyk-Kul oblast,Mortgage,2018,2,622.0867231217554
Issyk-Kul oblast,Individuals,2018,2,1142.1222862404184
Issyk-Kul oblast,Other loans,2018,2,464.4322242441556
Issyk-Kul oblast,Industry,2018,3,172.51303384094754
Issyk-Kul oblast,"Agriculture, procurement and  processing",2018,3,3097.7936965235253
Issyk-Kul oblast,Trade,2018,3,1285.8388297828214
Issyk-Kul oblast,Construction,2018,3,280.871020978675
Issyk-Kul oblast,Mortgage,2018,3,645.4667211473617
Issyk-Kul oblast,Individuals,2018,3,1223.586746418666
Issyk-Kul oblast,Other loans,2018,3,453.1100263590181
Issyk-Kul oblast,Industry,2018,4,156.53155660169355
Issyk-Kul oblast,"Agriculture, procurement and  processing",2018,4,3015.170597561422
Issyk-Kul oblast,Trade,2018,4,1327.609264720636
Issyk-Kul oblast,Construction,2018,4,277.07734883899997
Issyk-Kul oblast,Mortgage,2018,4,663.9329225510685
Issyk-Kul oblast,Individuals,2018,4,1289.675874558003
Issyk-Kul oblast,Other loans,2018,4,476.1204360513301
Issyk-Kul oblast,Industry,2019,1,146.72987357985002
Issyk-Kul oblast,"Agriculture, procurement and  processing",2019,1,3078.405584149742
Issyk-Kul oblast,Trade,2019,1,1348.5831997295304
Issyk-Kul oblast,Construction,2019,1,276.8575384290882
Issyk-Kul oblast,Mortgage,2019,1,686.5290610753531
Issyk-Kul oblast,Individuals,2019,1,1277.3790106956278
Issyk-Kul oblast,Other loans,2019,1,470.46421871619947
Issyk-Kul oblast,Industry,2019,2,219.77168393
Issyk-Kul oblast,"Agriculture, procurement and  processing",2019,2,3448.3267735605586
Issyk-Kul oblast,Trade,2019,2,1523.4587177595768
Issyk-Kul oblast,Construction,2019,2,339.116968509808
Issyk-Kul oblast,Mortgage,2019,2,718.3471765078721
Issyk-Kul oblast,Individuals,2019,2,1500.432081529257
Issyk-Kul oblast,Other loans,2019,2,496.0914399202479
Issyk-Kul oblast,Industry,2019,3,216.40458917788874
Issyk-Kul oblast,"Agriculture, procurement and  processing",2019,3,3392.5774611220972
Issyk-Kul oblast,Trade,2019,3,1555.9173663558677
Issyk-Kul oblast,Construction,2019,3,358.136751857067
Issyk-Kul oblast,Mortgage,2019,3,786.741894545355
Issyk-Kul oblast,Individuals,2019,3,1578.102195461049
Issyk-Kul oblast,Other loans,2019,3,459.45019184709497
Issyk-Kul oblast,Industry,2019,4,187.57734349
Issyk-Kul oblast,"Agriculture, procurement and  processing",2019,4,3042.141733490136
Issyk-Kul oblast,Trade,2019,4,1601.764025208347
Issyk-Kul oblast,Construction,2019,4,322.953072246208
Issyk-Kul oblast,Mortgage,2019,4,677.6856065132879
Issyk-Kul oblast,Individuals,2019,4,1658.0515201337248
Issyk-Kul oblast,Other loans,2019,4,480.51326552439804
Issyk-Kul oblast,Industry,2020,1,196.38250188
Issyk-Kul oblast,"Agriculture, procurement and  processing",2020,1,2937.763408869979
Issyk-Kul oblast,Trade,2020,1,1639.9559242194039
Issyk-Kul oblast,Construction,2020,1,327.65440546499997
Issyk-Kul oblast,Mortgage,2020,1,717.5882840312
Issyk-Kul oblast,Individuals,2020,1,1672.1380254724008
Issyk-Kul oblast,Other loans,2020,1,481.2424009471001
Issyk-Kul oblast,Industry,2020,2,223.24788928
Issyk-Kul oblast,"Agriculture, procurement and  processing",2020,2,3305.8010284664597
Issyk-Kul oblast,Trade,2020,2,1666.991264395219
Issyk-Kul oblast,Construction,2020,2,329.63812819824
Issyk-Kul oblast,Mortgage,2020,2,709.918618734733
Issyk-Kul oblast,Individuals,2020,2,1625.433477234619
Issyk-Kul oblast,Other loans,2020,2,462.41337478100013
Issyk-Kul oblast,Industry,2020,3,232.43197407999997
Issyk-Kul oblast,"Agriculture, procurement and  processing",2020,3,3404.7654671144282
Issyk-Kul oblast,Trade,2020,3,1713.487046587317
Issyk-Kul oblast,Construction,2020,3,326.4899965439999
Issyk-Kul oblast,Mortgage,2020,3,769.156544022
Issyk-Kul oblast,Individuals,2020,3,1637.1839475040013
Issyk-Kul oblast,Other loans,2020,3,440.52454102400003
Issyk-Kul oblast,Industry,2020,4,232.7045994
Issyk-Kul oblast,"Agriculture, procurement and  processing",2020,4,3288.5134646016113
Issyk-Kul oblast,Trade,2020,4,1614.1631506557972
Issyk-Kul oblast,Construction,2020,4,310.96260799836404
Issyk-Kul oblast,Mortgage,2020,4,764.5839967189038
Issyk-Kul oblast,Individuals,2020,4,1657.6683815409785
Issyk-Kul oblast,Other loans,2020,4,483.53259746569415
Issyk-Kul oblast,Industry,2021,1,314.5262996086164
Issyk-Kul oblast,"Agriculture, procurement and  processing",2021,1,3737.8297444737727
Issyk-Kul oblast,Trade,2021,1,1600.391810271681
Issyk-Kul oblast,Construction,2021,1,412.90734557042003
Issyk-Kul oblast,Mortgage,2021,1,889.361801924896
Issyk-Kul oblast,Individuals,2021,1,1794.6315628380678
Issyk-Kul oblast,Other loans,2021,1,522.5245211006127
Issyk-Kul oblast,Industry,2021,2,321.4246178449364
Issyk-Kul oblast,"Agriculture, procurement and  processing",2021,2,4173.920493051909
Issyk-Kul oblast,Trade,2021,2,1790.1158444052421
Issyk-Kul oblast,Construction,2021,2,429.858341525012
Issyk-Kul oblast,Mortgage,2021,2,978.536323144766
Issyk-Kul oblast,Individuals,2021,2,2066.7485394710848
Issyk-Kul oblast,Other loans,2021,2,588.8734078355566
Issyk-Kul oblast,Industry,2021,3,324.11050565798644
Issyk-Kul oblast,"Agriculture, procurement and  processing",2021,3,4153.953048076179
Issyk-Kul oblast,Trade,2021,3,1727.0538900923698
Issyk-Kul oblast,Construction,2021,3,441.5433290971403
Issyk-Kul oblast,Mortgage,2021,3,1016.116263008338
Issyk-Kul oblast,Individuals,2021,3,2228.829506967231
Issyk-Kul oblast,Other loans,2021,3,568.9582675092624
Issyk-Kul oblast,Industry,2021,4,279.724362946133
Issyk-Kul oblast,"Agriculture, procurement and  processing",2021,4,3567.9155312883063
Issyk-Kul oblast,Trade,2021,4,1716.5215504264395
Issyk-Kul oblast,Construction,2021,4,316.258052848906
Issyk-Kul oblast,Mortgage,2021,4,909.1427522937302
Issyk-Kul oblast,Individuals,2021,4,2198.2823573351966
Issyk-Kul oblast,Other loans,2021,4,580.8152688842762
Issyk-Kul oblast,Industry,2022,1,275.389584098433
Issyk-Kul oblast,"Agriculture, procurement and  processing",2022,1,3716.89223283978
Issyk-Kul oblast,Trade,2022,1,1614.6025827219637
Issyk-Kul oblast,Construction,2022,1,310.5376595650699
Issyk-Kul oblast,Mortgage,2022,1,885.441797889794
Issyk-Kul oblast,Individuals,2022,1,2148.860412437838
Issyk-Kul oblast,Other loans,2022,1,663.015138491487
Issyk-Kul oblast,Industry,2022,2,400.767137634907
Issyk-Kul oblast,"Agriculture, procurement and  processing",2022,2,4578.924558069678
Issyk-Kul oblast,Trade,2022,2,1695.5084569698772
Issyk-Kul oblast,Construction,2022,2,452.109724435
Issyk-Kul oblast,Mortgage,2022,2,1271.9408624798068
Issyk-Kul oblast,Individuals,2022,2,2828.8130808712517
Issyk-Kul oblast,Other loans,2022,2,709.5751239697131
Issyk-Kul oblast,Industry,2022,3,623.860950292365
Issyk-Kul oblast,"Agriculture, procurement and  processing",2022,3,4567.592920510876
Issyk-Kul oblast,Trade,2022,3,1765.8899684579667
Issyk-Kul oblast,Construction,2022,3,443.9285731524471
Issyk-Kul oblast,Mortgage,2022,3,1378.223514953523
Issyk-Kul oblast,Individuals,2022,3,3113.277241244023
Issyk-Kul oblast,Other loans,2022,3,654.9615643568881
Issyk-Kul oblast,Industry,2022,4,640.6020851480689
Issyk-Kul oblast,"Agriculture, procurement and  processing",2022,4,4509.101221234514
Issyk-Kul oblast,Trade,2022,4,1842.7147265898088
Issyk-Kul oblast,Construction,2022,4,437.72210750039994
Issyk-Kul oblast,Mortgage,2022,4,1489.553710068856
Issyk-Kul oblast,Individuals,2022,4,3317.424651591556
Issyk-Kul oblast,Other loans,2022,4,660.7157834105919
Issyk-Kul oblast,Industry,2023,1,506.6632081896
Issyk-Kul oblast,"Agriculture, procurement and  processing",2023,1,4721.111523344604
Issyk-Kul oblast,Trade,2023,1,2177.9627546281663
Issyk-Kul oblast,Construction,2023,1,422.15597371499996
Issyk-Kul oblast,Mortgage,2023,1,1685.7827237558
Issyk-Kul oblast,Individuals,2023,1,3478.017729712202
Issyk-Kul oblast,Other loans,2023,1,643.9039985911121
Issyk-Kul oblast,Industry,2023,2,577.611257701507
Issyk-Kul oblast,"Agriculture, procurement and  processing",2023,2,5236.031718201718
Issyk-Kul oblast,Trade,2023,2,2298.209614824154
Issyk-Kul oblast,Construction,2023,2,428.945677250274
Issyk-Kul oblast,Mortgage,2023,2,1912.3017276928017
Issyk-Kul oblast,Individuals,2023,2,4022.2914739479497
Issyk-Kul oblast,Other loans,2023,2,763.151490330814
Issyk-Kul oblast,Industry,2023,3,353.76813352807886
Issyk-Kul oblast,"Agriculture, procurement and  processing",2023,3,5305.1222683178075
Issyk-Kul oblast,Trade,2023,3,2317.597075559435
Issyk-Kul oblast,Construction,2023,3,411.0563022419
Issyk-Kul oblast,Mortgage,2023,3,2111.4252803356003
Issyk-Kul oblast,Individuals,2023,3,4784.7509879372
Issyk-Kul oblast,Other loans,2023,3,777.8808546000479
Issyk-Kul oblast,Industry,2023,4,323.7414209839059
Issyk-Kul oblast,"Agriculture, procurement and  processing",2023,4,5327.751815977605
Issyk-Kul oblast,Trade,2023,4,2446.8613653789444
Issyk-Kul oblast,Construction,2023,4,398.01297097878904
Issyk-Kul oblast,Mortgage,2023,4,2233.3691837928873
Issyk-Kul oblast,Individuals,2023,4,5250.953532485777
Issyk-Kul oblast,Other loans,2023,4,819.8960577612211
Issyk-Kul oblast,Industry,2024,1,333.70654479805097
Issyk-Kul oblast,"Agriculture, procurement and  processing",2024,1,5364.131948579199
Issyk-Kul oblast,Trade,2024,1,2428.927752616769
Issyk-Kul oblast,Construction,2024,1,433.29358282576396
Issyk-Kul oblast,Mortgage,2024,1,2374.921589108641
Issyk-Kul oblast,Individuals,2024,1,5588.467823347304
Issyk-Kul oblast,Other loans,2024,1,895.1880727376711
Issyk-Kul oblast,Industry,2024,2,349.18744969841026
Issyk-Kul oblast,"Agriculture, procurement and  processing",2024,2,5905.457193771346
Issyk-Kul oblast,Trade,2024,2,2636.944742785052
Issyk-Kul oblast,Construction,2024,2,493.760089717148
Issyk-Kul oblast,Mortgage,2024,2,2686.6141008548434
Issyk-Kul oblast,Individuals,2024,2,6495.906727747388
Issyk-Kul oblast,Other loans,2024,2,925.4616443549719
Issyk-Kul oblast,Industry,2024,3,310.2383024570595
Issyk-Kul oblast,"Agriculture, procurement and  processing",2024,3,6009.004734937
Issyk-Kul oblast,Trade,2024,3,2700.1591694268177
Issyk-Kul oblast,Construction,2024,3,524.072778228
Issyk-Kul oblast,Mortgage,2024,3,2905.49940464
Issyk-Kul oblast,Individuals,2024,3,7526.049059612009
Issyk-Kul oblast,Other loans,2024,3,1078.40448028
Issyk-Kul oblast,Industry,2024,4,340.79551427110795
Issyk-Kul oblast,"Agriculture, procurement and  processing",2024,4,5805.716704142905
Issyk-Kul oblast,Trade,2024,4,2875.5359270736944
Issyk-Kul oblast,Construction,2024,4,631.34147798
Issyk-Kul oblast,Mortgage,2024,4,3222.2998238299997
Issyk-Kul oblast,Individuals,2024,4,8869.158583470013
Issyk-Kul oblast,Other loans,2024,4,1337.53111964
Issyk-Kul oblast,Industry,2025,1,338.50653621913597
Issyk-Kul oblast,"Agriculture, procurement and  processing",2025,1,5815.247675499895
Issyk-Kul oblast,Trade,2025,1,3099.324244477936
Issyk-Kul oblast,Construction,2025,1,675.1709073899999
Issyk-Kul oblast,Mortgage,2025,1,3420.5438174539986
Issyk-Kul oblast,Individuals,2025,1,10104.124280261998
Issyk-Kul oblast,Other loans,2025,1,1725.3968544440004
Issyk-Kul oblast,Industry,2025,2,693.4729958820769
